"","phylum","class","order","family","genus","species","specificEpithet","sex","sampleSizeValue","inTextReference","publicationYear","fullReference","body.mass","body.mass...units","body.mass...minimum","body.mass...maximum","body.mass...method","body.mass...comments","body.mass...metadata.comment","original.body.mass","original.body.mass...units","metabolic.rate","metabolic.rate...units","metabolic.rate...minimum","metabolic.rate...maximum","metabolic.rate...method","metabolic.rate...comments","metabolic.rate...metadata.comment","original.metabolic.rate","original.metabolic.rate...units","original.respiratoryQuotient","original.temperature","mass.specific.metabolic.rate","mass.specific.metabolic.rate...units","brain.size","brain.size...units","brain.size...minimum","brain.size...maximum","brain.size...method","brain.size...comments","brain.size...metadata.comment","original.brain.size","original.brain.size...units"
"48","Arthropoda","Arachnida","Araneae","Deinopidae","Deinopis","Deinopis spinosa","spinosa","male",1,"Stafstrom, Michalik, & Hebets, 2017","2017","Stafstrom, J. A., Michalik, P., & Hebets, E. A. (2017). Sensory system plasticity in a visually specialized, nocturnal spider. Scientific Reports, 7, 46627. doi:10.1038/srep46627",NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",3.95865503124e-08,"kg",NA,NA,"micro-CT","","",38210955.9,"um3"
"49","Arthropoda","Arachnida","Araneae","Deinopidae","Deinopis","Deinopis spinosa","spinosa","male",1,"Stafstrom, Michalik, & Hebets, 2017","2017","Stafstrom, J. A., Michalik, P., & Hebets, E. A. (2017). Sensory system plasticity in a visually specialized, nocturnal spider. Scientific Reports, 7, 46627. doi:10.1038/srep46627",NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",3.50068612376e-08,"kg",NA,NA,"micro-CT","","",33790406.6,"um3"
"50","Chordata","Aves","Casuariiformes","Casuariidae","Casuarius","Casuarius casuarius","casuarius","",1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",43.85,"kg",NA,NA,"","brain volume is raw in this source, but body mass is from the handbook of australian, new zealand and antartic birds (volumes 1-7)",NA,"43850","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.0376586,"kg",NA,NA,"skull filling","relative brain weight ","",36.35,"ml"
"51","Chordata","Aves","Casuariiformes","Casuariidae","Dromaius","Dromaius novaehollandiae","novaehollandiae","",1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",36.5,"kg",NA,NA,"","",NA,"36500","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.02991968,"kg",NA,NA,"skull filling","","",28.88,"ml"
"52","Chordata","Aves","Galliformes","Megapodiidae","Alectura","Alectura lathami","lathami","",1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",2.3,"kg",NA,NA,"","",NA,"2300","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.00588448,"kg",NA,NA,"skull filling","","",5.68,"ml"
"53","Chordata","Aves","Galliformes","Megapodiidae","Leipoa","Leipoa ocellata","ocellata","",1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",2,"kg",NA,NA,"","",NA,"2000","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.004662,"kg",NA,NA,"skull filling","","",4.5,"ml"
"54","Chordata","Aves","Galliformes","Phasianidae","Coturnix","Coturnix pectoralis","pectoralis","",1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.105,"kg",NA,NA,"","",NA,"105","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.00099456,"kg",NA,NA,"skull filling","","",0.96,"ml"
"55","Chordata","Aves","Galliformes","Phasianidae","Excalfactoria","Excalfactoria chinensis","chinensis","",1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.0375,"kg",NA,NA,"","",NA,"37.5","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.00058016,"kg",NA,NA,"skull filling","","",0.56,"ml"
"56","Chordata","Aves","Anseriformes","Anseranatidae","Anseranas","Anseranas semipalmata","semipalmata","",1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",2.4,"kg",NA,NA,"","",NA,"2400","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.0091168,"kg",NA,NA,"skull filling","","",8.8,"ml"
"57","Chordata","Aves","Anseriformes","Anatidae","Dendrocygna","Dendrocygna eytoni","eytoni","",1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",1,"kg",NA,NA,"","",NA,"1000","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.00472416,"kg",NA,NA,"skull filling","","",4.56,"ml"
"58","Chordata","Aves","Anseriformes","Anatidae","Dendrocygna","Dendrocygna arcuata","arcuata","",1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.8,"kg",NA,NA,"","",NA,"800","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.00467236,"kg",NA,NA,"skull filling","","",4.51,"ml"
"59","Chordata","Aves","Anseriformes","Anatidae","Biziura","Biziura lobata","lobata","",1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",1.975,"kg",NA,NA,"","",NA,"1975","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.00903392,"kg",NA,NA,"skull filling","","",8.72,"ml"
"60","Chordata","Aves","Anseriformes","Anatidae","Stictonetta","Stictonetta naevosa","naevosa","",1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.91,"kg",NA,NA,"","",NA,"910","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.00456876,"kg",NA,NA,"skull filling","","",4.41,"ml"
"61","Chordata","Aves","Anseriformes","Anatidae","Cereopsis","Cereopsis novaehollandiae","novaehollandiae","",1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",5,"kg",NA,NA,"","",NA,"5000","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.00914788,"kg",NA,NA,"skull filling","","",8.83,"ml"
"62","Chordata","Aves","Anseriformes","Anatidae","Cygnus","Cygnus atratus","atratus","",1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",6.1,"kg",NA,NA,"","",NA,"6100","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.0125874,"kg",NA,NA,"skull filling","","",12.15,"ml"
"63","Chordata","Aves","Anseriformes","Anatidae","Tadorna","Tadorna radjah","radjah","",1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.885,"kg",NA,NA,"","",NA,"885","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.00536648,"kg",NA,NA,"skull filling","","",5.18,"ml"
"64","Chordata","Aves","Anseriformes","Anatidae","Tadorna","Tadorna tadornoides","tadornoides","",1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",1.45,"kg",NA,NA,"","",NA,"1450","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.00603988,"kg",NA,NA,"skull filling","","",5.83,"ml"
"65","Chordata","Aves","Anseriformes","Anatidae","Chenonetta","Chenonetta jubata","jubata","",1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.8,"kg",NA,NA,"","",NA,"800","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.00422688,"kg",NA,NA,"skull filling","","",4.08,"ml"
"66","Chordata","Aves","Anseriformes","Anatidae","Malacorhynchus","Malacorhynchus membranaceus","membranaceus","",1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.375,"kg",NA,NA,"","",NA,"375","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.0029526,"kg",NA,NA,"skull filling","","",2.85,"ml"
"67","Chordata","Aves","Anseriformes","Anatidae","Nettapus","Nettapus pulchellus","pulchellus","",1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.28,"kg",NA,NA,"","",NA,"280","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.00277648,"kg",NA,NA,"skull filling","","",2.68,"ml"
"68","Chordata","Aves","Anseriformes","Anatidae","Anas","Anas rhynchotis","rhynchotis","",1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.65,"kg",NA,NA,"","",NA,"650","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.00366744,"kg",NA,NA,"skull filling","","",3.54,"ml"
"69","Chordata","Aves","Anseriformes","Anatidae","Anas","Anas gracilis","gracilis","",1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.4965,"kg",NA,NA,"","",NA,"496.5","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.00364672,"kg",NA,NA,"skull filling","","",3.52,"ml"
"70","Chordata","Aves","Anseriformes","Anatidae","Anas","Anas castanea","castanea","",1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.65,"kg",NA,NA,"","",NA,"650","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.00386428,"kg",NA,NA,"skull filling","","",3.73,"ml"
"71","Chordata","Aves","Anseriformes","Anatidae","Anas","Anas superciliosa","superciliosa","",1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",1,"kg",NA,NA,"","",NA,"1000","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.00552188,"kg",NA,NA,"skull filling","","",5.33,"ml"
"72","Chordata","Aves","Anseriformes","Anatidae","Aythya","Aythya australis","australis","",1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.85,"kg",NA,NA,"","",NA,"850","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.00506604,"kg",NA,NA,"skull filling","","",4.89,"ml"
"73","Chordata","Aves","Anseriformes","Anatidae","Oxyura","Oxyura australis","australis","",1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.85,"kg",NA,NA,"","",NA,"850","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.00416472,"kg",NA,NA,"skull filling","","",4.02,"ml"
"74","Chordata","Aves","Phaethontiformes","Phaethontidae","Phaethon","Phaethon rubricauda","rubricauda","",1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.8,"kg",NA,NA,"","",NA,"800","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.00468272,"kg",NA,NA,"skull filling","","",4.52,"ml"
"75","Chordata","Aves","Podicipediformes","Podicipedidae","Tachybaptus","Tachybaptus novaehollandiae","novaehollandiae","",1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.165,"kg",NA,NA,"","",NA,"165","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.00171976,"kg",NA,NA,"skull filling","","",1.66,"ml"
"76","Chordata","Aves","Podicipediformes","Podicipedidae","Poliocephalus","Poliocephalus poliocephalus","poliocephalus","",1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.24,"kg",NA,NA,"","",NA,"240","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.00178192,"kg",NA,NA,"skull filling","","",1.72,"ml"
"77","Chordata","Aves","Podicipediformes","Podicipedidae","Podiceps","Podiceps cristatus","cristatus","",1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",1.1,"kg",NA,NA,"","",NA,"1100","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.00322196,"kg",NA,NA,"skull filling","","",3.11,"ml"
"78","Chordata","Aves","Columbiformes","Columbidae","Columba","Columba leucomela","leucomela","",1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.42,"kg",NA,NA,"","",NA,"420","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.00237244,"kg",NA,NA,"skull filling","","",2.29,"ml"
"79","Chordata","Aves","Columbiformes","Columbidae","Macropygia","Macropygia amboinensis","amboinensis","",1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.2,"kg",NA,NA,"","",NA,"200","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.00154364,"kg",NA,NA,"skull filling","","",1.49,"ml"
"80","Chordata","Aves","Columbiformes","Columbidae","Chalcophaps","Chalcophaps indica","indica","",1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.135,"kg",NA,NA,"","",NA,"135","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.001295,"kg",NA,NA,"skull filling","","",1.25,"ml"
"81","Chordata","Aves","Columbiformes","Columbidae","Phaps","Phaps chalcoptera","chalcoptera","",1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.335,"kg",NA,NA,"","",NA,"335","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.00184408,"kg",NA,NA,"skull filling","","",1.78,"ml"
"82","Chordata","Aves","Columbiformes","Columbidae","Phaps","Phaps elegans","elegans","",1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.205,"kg",NA,NA,"","",NA,"205","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.0017094,"kg",NA,NA,"skull filling","","",1.65,"ml"
"83","Chordata","Aves","Columbiformes","Columbidae","Phaps","Phaps histrionica","histrionica","",1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.3,"kg",NA,NA,"","",NA,"300","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.0017094,"kg",NA,NA,"skull filling","","",1.65,"ml"
"84","Chordata","Aves","Columbiformes","Columbidae","Ocyphaps","Ocyphaps lophotes","lophotes","",1,"Franklin, Garnett, Luck, Gutierrez-Ibanez, & Iwaniuk, 2014","2014","Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu, 114(2), 160-170. doi:10.1071/MU13034",0.19,"kg",NA,NA,"","",NA,"190","g",NA,"",NA,NA,"","","",NA,"",NA,"",NA,"",0.0017612,"kg",NA,NA,"skull filling","","",1.7,"ml"
